#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
263839	852495	948461	32893	852757	YBR196C	b3962	PGI1	sthA	CDC30|glucose-6-phosphate isomerase|L000001410|L000001409	ECK3954|JW5551|sth|udhA	Synthetic Rescue	genetic	Heux S (2008)	PUBMED:18036177	559292	511145	Low Throughput	-	-	Expression of the E. coli transhydrogenase Udha/sthA can partially restore the growth of the ENYpgi1 yeast mutant on glucose.|S. cerevisiae does not have a functional ortholog of the E. coli transhydrogenase UdhA/sthA.  This was not a cross-species complementation experiment.	-	BIOGRID	P12709	-	NP_009755	P27306	-	NP_418397	APO:0000094	metabolism and growth	phenotype	-	-	partial rescue	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
2569555	947660	945206	851973	849591	b0872	b0601	hcr	ybdM	ECK0863|JW5117|ybjV	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75824	-	NP_415393	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569556	946592	945206	850939	849591	b0873	b0601	hcp	ybdM	ECK0864|JW0857|ybjW	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75825	-	NP_415394	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569557	945552	945206	849926	849591	b0946	b0601	zapC	ybdM	ECK0937|JW5125|ycbW	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75862	-	NP_415466	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569558	946937	945206	851276	849591	b2451	b0601	eutA	ybdM	ECK2446|JW2435|yffT	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76551	-	NP_416946	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569559	945206	945206	849591	849591	b0601	b0601	ybdM	ybdM	ECK0595|JW0594	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77174	-	NP_415134	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569560	945205	945206	849590	849591	b0602	b0601	ybdN	ybdM	ECK0596|JW0595	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77216	-	NP_415135	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569561	946940	945206	851279	849591	b2458	b0601	eutD	ybdM	ECK2453|JW2442|eutI|ypfA	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77218	-	NP_416953	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569562	1450300	945206	853415	849591	b4555	b0601	yicS	ybdM	ECK3652|JW5965	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	Q2M7X4	-	YP_588471	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569563	946991	948806	851330	853088	b2515	b0292	ispG	ecpB	ECK2511|JW2499|gcpE	ECK0291|JW0286|matC|yagY	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P62620	-	NP_417010	P77188	-	NP_414826	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569564	946935	946940	851274	851279	b2460	b2458	eutQ	eutD	ECK2455|JW2444|ypfC	ECK2453|JW2442|eutI|ypfA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76555	-	NP_416955	P77218	-	NP_416953	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569565	945197	945379	849583	849755	b0347	b0321	mhpA	yahG	ECK0344|JW0338	ECK0319|JW0313	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77397	-	NP_414881	P77221	-	NP_414855	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569566	945570	945251	849944	849633	b0956	b0644	matP	ybeQ	ECK0947|JW0939|ycbG	ECK0637|JW5091	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A8N0	-	NP_415476	P77234	-	NP_415177	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569567	948242	945251	852544	849633	b3734	b0644	atpA	ybeQ	ECK3727|JW3712|papA|uncA	ECK0637|JW5091	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ABB0	-	NP_418190	P77234	-	NP_415177	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569568	946841	945251	851182	849633	b2369	b0644	evgA	ybeQ	ECK2365|JW2366	ECK0637|JW5091	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ACZ4	-	NP_416870	P77234	-	NP_415177	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569569	948746	945251	853035	849633	b4227	b0644	ytfQ	ybeQ	ECK4223|JW4186	ECK0637|JW5091	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P39325	-	NP_418648	P77234	-	NP_415177	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569570	945206	945251	849591	849633	b0601	b0644	ybdM	ybeQ	ECK0595|JW0594	ECK0637|JW5091	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77174	-	NP_415134	P77234	-	NP_415177	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569571	947804	945189	852116	849575	b3304	b0574	rplR	cusB	ECK3291|JW3266	ECK0566|JW0563|silB|ylcD	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0C018	-	NP_417763	P77239	-	NP_415106	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569572	944847	945680	849247	850052	b2331	b1513	smrB	lsrA	ECK2325|JW2328|yfcN	ECK1506|JW1506|ego|ydeX	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A8B2	-	NP_416834	P77257	-	NP_416030	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569573	946990	946990	851329	851329	b0490	b0490	fetA	fetA	ECK0484|JW0479|ybbL	ECK0484|JW0479|ybbL	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77279	-	NP_415023	P77279	-	NP_415023	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569574	948053	946158	852361	850518	b3533	b1631	bcsA	rsxG	ECK3518|JW5665|yhjO|yhjP	ECK1627|JW1623|rnfG|ydgP	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P37653	-	NP_417990	P77285	-	NP_416148	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569575	946158	946158	850518	850518	b1631	b1631	rsxG	rsxG	ECK1627|JW1623|rnfG|ydgP	ECK1627|JW1623|rnfG|ydgP	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77285	-	NP_416148	P77285	-	NP_416148	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569576	947995	947136	852304	851470	b3481	b2667	nikR	ygaV	ECK3465|JW3446|yhhG	ECK2661|JW2642	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A6Z6	-	NP_417938	P77295	-	NP_417153	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569577	947043	947136	851382	851470	b0435	b2667	bolA	ygaV	ECK0429|JW5060	ECK2661|JW2642	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ABE2	-	NP_414969	P77295	-	NP_417153	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569578	948427	947136	852724	851470	b3934	b2667	cytR	ygaV	ECK3926|JW3905	ECK2661|JW2642	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ACN7	-	NP_418369	P77295	-	NP_417153	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569579	947298	947134	851626	851468	b0320	b0319	yahF	yahE	ECK0318|JW0312	ECK0317|JW0311	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77187	-	NP_414854	P77297	-	NP_414853	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569580	948451	945218	852747	849603	b3954	b0650	yijO	hscC	ECK3945|JW3926	ECK0643|JW0645|ybeW	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P32677	-	NP_418389	P77319	-	NP_415183	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569581	947164	947164	851496	851496	b1624	b1624	ydgJ	ydgJ	ECK1619|JW5265	ECK1619|JW5265	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77376	-	NP_416141	P77376	-	NP_416141	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569582	947426	945688	851747	850060	b0594	b1698	entE	ydiR	ECK0587|JW0586	ECK1696|JW1688	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P10378	-	NP_415126	P77378	-	NP_416213	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569583	945316	945688	849692	850060	b0721	b1698	sdhC	ydiR	ECK0710|JW0711|cybA	ECK1696|JW1688	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P69054	-	NP_415249	P77378	-	NP_416213	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569584	946482	945688	850833	850060	b1697	b1698	ydiQ	ydiR	ECK1695|JW5276	ECK1696|JW1688	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76201	-	NP_416212	P77378	-	NP_416213	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569585	945814	945688	850181	850060	b3021	b1698	mqsA	ydiR	ECK3012|JW2989|ygiT	ECK1696|JW1688	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	Q46864	-	NP_417493	P77378	-	NP_416213	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569586	947567	946856	851883	851197	b3067	b2382	rpoD	ypdC	ECK3057|JW3039|alt	ECK2378|JW2379	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P00579	-	NP_417539	P77396	-	NP_416883	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569587	948249	946856	852551	851197	b3742	b2382	mioC	ypdC	ECK3736|JW3720|yieB	ECK2378|JW2379	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P03817	-	NP_418198	P77396	-	NP_416883	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569588	948397	946856	852694	851197	b3905	b2382	rhaS	ypdC	ECK3898|JW3876|rhaC2	ECK2378|JW2379	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P09377	-	NP_418341	P77396	-	NP_416883	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569589	946856	946856	851197	851197	b2382	b2382	ypdC	ypdC	ECK2378|JW2379	ECK2378|JW2379	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77396	-	NP_416883	P77396	-	NP_416883	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569590	947867	947683	852178	851996	b3357	b2255	crp	arnA	ECK3345|JW5702|cap|csm	ECK2248|JW2249|SAF|pbgP3|pmrI|yfbG	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ACJ8	-	NP_417816	P77398	-	NP_416758	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569591	947583	945608	851899	849981	b3076	b1670	ebgA	ydhU	ECK3066|JW5511	ECK1666|JW1660	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P06864	-	YP_026199	P77409	-	NP_416185	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569592	945139	945150	849528	849538	b0504	b0516	allS	allC	ECK0497|JW0492|glxA1|ybbS	ECK0509|JW0504|glxB7|ylbB	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ACR0	-	NP_415037	P77425	-	NP_415049	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569593	946850	946850	851191	851191	b2379	b2379	alaC	alaC	ECK2375|JW2376|yfdZ	ECK2375|JW2376|yfdZ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77434	-	NP_416880	P77434	-	NP_416880	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569594	946848	946850	851189	851191	b2384	b2379	ypdE	alaC	ECK2380|JW2381	ECK2375|JW2376|yfdZ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77585	-	NP_416885	P77434	-	NP_416880	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569595	947921	946263	852230	850622	b3418	b1394	malT	paaG	ECK3405|JW3381|malA	ECK1391|JW1389|ydbT	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P06993	-	NP_417877	P77467	-	NP_415912	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569596	945406	946263	849780	850622	b0616	b1394	citE	paaG	ECK0609|JW0608|ybdW	ECK1391|JW1389|ydbT	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9I1	-	NP_415149	P77467	-	NP_415912	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569597	947412	946263	851733	850622	b2918	b1394	argK	paaG	ECK2914|JW2885|meaB|scpK?|ygfD	ECK1391|JW1389|ydbT	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P27254	-	NP_417393	P77467	-	NP_415912	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569598	945552	946263	849926	850622	b0946	b1394	zapC	paaG	ECK0937|JW5125|ycbW	ECK1391|JW1389|ydbT	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75862	-	NP_415466	P77467	-	NP_415912	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569599	945818	946263	850185	850622	b1247	b1394	oppF	paaG	ECK1241|JW1239	ECK1391|JW1389|ydbT	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77737	-	NP_415763	P77467	-	NP_415912	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569600	946791	945978	851132	850340	b2322	b0570	yfcJ	cusS	ECK2316|JW2319	ECK0562|JW5082|silS|ybcZ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77549	-	NP_416825	P77485	-	NP_415102	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569601	944878	946128	849278	850488	b1681	b1682	sufD	sufC	ECK1677|JW1671|ynhC	ECK1678|JW1672|ynhD	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77689	-	NP_416196	P77499	-	NP_416197	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569602	945741	946098	850108	850458	b1175	b1547	minD	stfQ	ECK1163|JW1164|minB	ECK1540|JW1540|ydfN	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AEZ3	-	NP_415693	P77515	-	NP_416065	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569603	946128	945753	850488	850120	b1682	b1683	sufC	sufB	ECK1678|JW1672|ynhD	ECK1679|JW5273|ynhE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77499	-	NP_416197	P77522	-	NP_416198	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569604	946299	946299	850656	850656	b1776	b1776	ydjL	ydjL	ECK1774|JW1765	ECK1774|JW1765	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77539	-	NP_416290	P77539	-	NP_416290	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569605	945926	945926	850291	850291	b1360	b1360	ydaV	ydaV	ECK1358|JW1355	ECK1358|JW1355	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77546	-	NP_415878	P77546	-	NP_415878	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569606	946838	946055	851179	850416	b4290	b1501	fecB	ydeP	ECK4280|JW4250	ECK1494|JW1495	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P15028	-	NP_418710	P77561	-	NP_416018	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569607	945004	947392	849398	851714	b0741	b1566	pal	flxA	ECK0730|JW0731|excC	ECK1560|JW1558	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A912	-	NP_415269	P77609	-	NP_416084	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569608	946946	947392	851285	851714	b1740	b1566	nadE	flxA	ECK1738|JW1729|efg|ntrL	ECK1560|JW1558	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P18843	-	NP_416254	P77609	-	NP_416084	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569609	945064	947392	849453	851714	b0421	b1566	ispA	flxA	ECK0415|JW0411	ECK1560|JW1558	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P22939	-	NP_414955	P77609	-	NP_416084	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569610	945500	947392	849874	851714	b0884	b1566	infA	flxA	ECK0875|JW0867|bypA1	ECK1560|JW1558	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P69222	-	NP_415404	P77609	-	NP_416084	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569611	947392	947392	851714	851714	b1566	b1566	flxA	flxA	ECK1560|JW1558	ECK1560|JW1558	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77609	-	NP_416084	P77609	-	NP_416084	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569612	945875	945875	850242	850242	b1320	b1320	ycjW	ycjW	ECK1316|JW1313	ECK1316|JW1313	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77615	-	NP_415836	P77615	-	NP_415836	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569613	946778	946777	851119	851118	b2297	b2293	pta	yfbT	ECK2291|JW2294	ECK2287|JW5376	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9M8	-	NP_416800	P77625	-	NP_416796	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569614	948153	946726	852460	851067	b3645	b0245	dinD	ykfI	ECK3635|JW3620|orfY|pcsA|yicD	ECK0246|JW0234	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P23840	-	NP_418102	P77692	-	NP_414779	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569615	946066	946726	850426	851067	b4268	b0245	idnK	ykfI	ECK4261|JW4225|gntV	ECK0246|JW0234	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P39208	-	NP_418689	P77692	-	NP_414779	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569616	946489	946726	850840	851067	b1976	b0245	mtfA	ykfI	ECK1972|JW1958|yeeI	ECK0246|JW0234	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76346	-	NP_416484	P77692	-	NP_414779	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569617	946838	946054	851179	850415	b4290	b1550	fecB	gnsB	ECK4280|JW4250	ECK1544|JW5253|ydfY	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P15028	-	NP_418710	P77695	-	NP_416068	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569618	948235	945278	852537	849656	b3723	b0316	bglG	yahB	ECK3716|JW3701|bglC|bglR|bglS	ECK0314|JW0308	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P11989	-	NP_418179	P77700	-	NP_414850	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569619	946815	945070	851156	849459	b2340	b0453	sixA	ybaY	ECK2334|JW2337|yfcW	ECK0447|JW0443	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76502	-	NP_416842	P77717	-	NP_414987	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569620	944752	944752	849155	849155	b2248	b2248	rhmR	rhmR	ECK2241|JW2242|yfaX	ECK2241|JW2242|yfaX	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77732	-	NP_416751	P77732	-	NP_416751	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569621	946888	945818	851228	850185	b2421	b1247	cysM	oppF	ECK2416|JW2414	ECK1241|JW1239	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P16703	-	NP_416916	P77737	-	NP_415763	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569622	947160	945857	851492	850224	b2525	b1266	fdx	yciV	ECK2522|JW2509	ECK1260|JW1258|trpH	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9R4	-	NP_417020	P77766	-	NP_415782	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
